metric_type,image,reserved_overlap_percent,mean_overlap,safe_zone_percent,reserved_percent,overlap_pixels,reserved_pixels,total_pixels
layout_safety,gen_masked.png,99.8468,0.483483,47.9752,52.0248,544684,545520,1048576
